entry_date,exit_date,side,entry_price,exit_price,pnl_pct,hold_candles
2024-12-02 04:00:00,2024-12-04 00:00:00,LONG,228.8,237.85,0.03875419580419572,11
2024-12-04 08:00:00,2024-12-05 00:00:00,LONG,236.2,233.19,-0.01354343776460623,4
2024-12-09 08:00:00,2024-12-10 00:00:00,LONG,226.16,215.83,-0.04647562787407138,4
2024-12-11 16:00:00,2024-12-12 16:00:00,LONG,229.75,227.17,-0.012029597388465778,6
2024-12-12 20:00:00,2024-12-13 04:00:00,LONG,226.88,224.72,-0.01032045133991536,2
2024-12-13 20:00:00,2024-12-14 04:00:00,LONG,224.71,225.88,0.004406710871790251,2
2024-12-14 20:00:00,2024-12-18 12:00:00,LONG,219.84,217.63,-0.01085276564774385,22
2024-12-19 00:00:00,2024-12-19 04:00:00,LONG,208.72,211.67,0.01333376772709845,1
2024-12-19 08:00:00,2024-12-19 20:00:00,LONG,210.33,193.71,-0.07981868492369136,3
2024-12-24 08:00:00,2024-12-28 08:00:00,LONG,192.84,187.08,-0.03066932171748595,24
2024-12-28 20:00:00,2024-12-30 08:00:00,LONG,195.39,193.44,-0.010780039920159624,9
2025-01-02 08:00:00,2025-01-02 12:00:00,SHORT,208.43,206.68,0.00759610420764765,1
2025-01-02 12:00:00,2025-01-09 20:00:00,LONG,206.68,184.88,-0.10627706599574226,44
2025-01-18 00:00:00,2025-01-18 08:00:00,LONG,220.32,238.85,0.08330493827160496,2
2025-01-25 04:00:00,2025-01-25 08:00:00,LONG,247.15,249.81,0.009962694719805772,1
2025-01-25 08:00:00,2025-01-26 00:00:00,SHORT,249.81,258.29,-0.03474579880709346,4
2025-01-27 08:00:00,2025-01-27 16:00:00,LONG,225.73,226.47,0.0024782527798697966,2
2025-01-28 04:00:00,2025-01-28 12:00:00,LONG,238.69,237.34,-0.006455871632661588,2
2025-02-01 20:00:00,2025-02-02 20:00:00,LONG,212.89,203.42,-0.04528306637230495,6
2025-02-05 12:00:00,2025-02-06 16:00:00,LONG,201.64,189.79,-0.059568101567149354,7
2025-02-08 12:00:00,2025-02-09 00:00:00,LONG,193.32,206.84,0.06913585764535492,3
2025-02-12 04:00:00,2025-02-12 08:00:00,LONG,195.12,197.29,0.010321361213612072,1
2025-02-12 16:00:00,2025-02-12 20:00:00,LONG,193.62,196.71,0.015159095134800142,1
2025-02-16 20:00:00,2025-02-17 00:00:00,LONG,188.14,186.22,-0.011005166365472455,1
2025-02-21 16:00:00,2025-02-22 04:00:00,LONG,168.36,171.65,0.01874145877880727,3
2025-03-01 20:00:00,2025-03-02 04:00:00,LONG,143.58,143.72,0.00017506616520397223,2
2025-03-10 16:00:00,2025-03-10 20:00:00,SHORT,119.63,118.26,0.010651976928863917,1
2025-03-11 00:00:00,2025-03-11 04:00:00,SHORT,119.91,123.05,-0.02698630639646402,1
2025-03-11 08:00:00,2025-03-13 08:00:00,SHORT,124.63,126.83,-0.01845225066195942,12
2025-03-13 08:00:00,2025-03-14 00:00:00,LONG,126.83,124.44,-0.019644122053142005,4
2025-03-15 00:00:00,2025-03-21 08:00:00,SHORT,134.97,126.34,0.06314013484478029,38
2025-03-23 12:00:00,2025-04-01 16:00:00,SHORT,132.43,126.72,0.04231711847768638,55
2025-04-03 00:00:00,2025-04-03 04:00:00,LONG,119.75,118.58,-0.010570354906054295,1
2025-04-03 04:00:00,2025-04-05 04:00:00,SHORT,118.58,121.01,-0.0212924945184686,12
2025-04-06 20:00:00,2025-04-07 00:00:00,LONG,105.84,103.2,-0.025743310657596375,1
2025-04-07 00:00:00,2025-04-07 08:00:00,SHORT,103.2,100.22,0.0280759689922481,2
2025-04-09 00:00:00,2025-04-09 08:00:00,LONG,103.09,103.38,0.0020130759530506553,2
2025-04-12 04:00:00,2025-04-15 16:00:00,SHORT,124.17,127.79,-0.029953579769670648,21
2025-04-19 08:00:00,2025-04-20 20:00:00,SHORT,138.7,137.76,0.005977217015140575,9
2025-04-21 04:00:00,2025-04-22 00:00:00,SHORT,140.08,139.28,0.004911022272986945,5
2025-04-22 16:00:00,2025-04-24 12:00:00,SHORT,144.17,149.28,-0.03624426718457387,11
2025-04-26 16:00:00,2025-04-27 00:00:00,SHORT,149.16,147.45,0.010664199517296916,2
2025-05-08 04:00:00,2025-05-08 12:00:00,SHORT,151.51,160.18,-0.058023945614150994,2
2025-05-15 00:00:00,2025-05-15 08:00:00,SHORT,173.95,170.99,0.016216384018395976,2
2025-05-24 20:00:00,2025-05-25 00:00:00,SHORT,175.81,173.53,0.012168545588988118,1
2025-05-28 16:00:00,2025-05-28 20:00:00,LONG,169.31,172.11,0.015737711889433653,1
2025-06-03 16:00:00,2025-06-05 04:00:00,LONG,160.49,152.36,-0.05145736182939744,9
2025-06-05 16:00:00,2025-06-05 20:00:00,LONG,146.13,144.21,-0.013938985834530812,1
2025-06-06 16:00:00,2025-06-06 20:00:00,LONG,149.04,147.76,-0.009388298443370916,1
2025-06-07 04:00:00,2025-06-07 12:00:00,LONG,152.3,150.92,-0.009861063690085515,2
2025-06-10 12:00:00,2025-06-13 04:00:00,LONG,157.96,144.92,-0.08335254494808825,16
